objective_id,name,trigger,quest_log,quest_id,sparks,xp,flags
722,Inventory Expansion 70,questComplete,JEUNO,THE_GOBBIEBAG_PART_VIII,100,300,retro
723,Inventory Expansion 75,questComplete,JEUNO,THE_GOBBIEBAG_PART_IX,100,300,retro
724,Inventory Expansion 80,questComplete,JEUNO,THE_GOBBIEBAG_PART_X,100,300,retro
939,Mog Safe Expansion: 60,questComplete,OTHER_AREAS,GIVE_A_MOOGLE_A_BREAK,100,300,retro
940,Mog Safe Expansion: 70,questComplete,OTHER_AREAS,THE_MOOGLE_PICNIC,100,300,retro
941,Mog Safe Expansion: 80,questComplete,OTHER_AREAS,MOOGLES_IN_THE_WILD,100,300,retro
839,Asuran Fists,questComplete,BASTOK,THE_WALLS_OF_YOUR_MIND,100,300,retro
840,Evisceration,questComplete,OUTLANDS,CLOAK_AND_DAGGER,100,300,retro
841,Savage Blade,questComplete,SANDORIA,OLD_WOUNDS,100,300,retro
842,Ground Strike,questComplete,BASTOK,INHERITANCE,100,300,retro
843,Decimation,questComplete,JEUNO,AXE_THE_COMPETITION,100,300,retro
844,Steel Cyclone,questComplete,BASTOK,THE_WEIGHT_OF_YOUR_LIMITS,100,300,retro
845,Spiral Hell,questComplete,SANDORIA,SOULS_IN_SHADOW,100,300,retro
846,Impulse Drive,questComplete,SANDORIA,METHODS_CREATE_MADNESS,100,300,retro
847,Blade: Ku,questComplete,OUTLANDS,BUGI_SODEN,100,300,retro
848,Tachi: Kasha,questComplete,OUTLANDS,THE_POTENTIAL_WITHIN,100,300,retro
849,Black Halo,questComplete,WINDURST,ORASTERY_WOES,100,300,retro
850,Retribution,questComplete,WINDURST,BLOOD_AND_GLORY,100,300,retro
851,Empyreal Arrow,questComplete,WINDURST,FROM_SAPLINGS_GROW,100,300,retro
852,Detonator,questComplete,BASTOK,SHOOT_FIRST_ASK_QUESTIONS_LATER,100,300,retro
1313,San d'Oria Rank 1-1,missionComplete,,,300,500,retro
1314,San d'Oria Rank 1-2,missionComplete,,,300,500,retro
1315,San d'Oria Rank 1-3,missionComplete,,,300,500,retro
1316,San d'Oria Rank 2-1,missionComplete,,,300,500,retro
1317,San d'Oria Rank 2-2,missionComplete,,,300,500,retro
1318,San d'Oria Rank 2-3,missionComplete,,,300,500,retro
1319,San d'Oria Rank 3-1,missionComplete,,,300,500,retro
1320,San d'Oria Rank 3-2,missionComplete,,,300,500,retro
1321,San d'Oria Rank 3-3,missionComplete,,,300,500,retro
1322,San d'Oria Rank 4,missionComplete,,,300,500,retro
1323,San d'Oria Rank 5-1,missionComplete,,,300,500,retro
1324,San d'Oria Rank 5-2,missionComplete,,,300,500,retro
1325,San d'Oria Rank 6-1,missionComplete,,,300,500,retro
1326,San d'Oria Rank 6-2,missionComplete,,,300,500,retro
1327,San d'Oria Rank 7-1,missionComplete,,,300,500,retro
1328,San d'Oria Rank 7-2,missionComplete,,,300,500,retro
1329,San d'Oria Rank 8-1,missionComplete,,,300,500,retro
1330,San d'Oria Rank 8-2,missionComplete,,,300,500,retro
1331,San d'Oria Rank 9-1,missionComplete,,,300,500,retro
1332,San d'Oria Rank 9-2,missionComplete,,,300,500,retro
1333,Bastok Rank 1-1,missionComplete,,,300,500,retro
1334,Bastok Rank 1-2,missionComplete,,,300,500,retro
1335,Bastok Rank 1-3,missionComplete,,,300,500,retro
1336,Bastok Rank 2-1,missionComplete,,,300,500,retro
1337,Bastok Rank 2-2,missionComplete,,,300,500,retro
1338,Bastok Rank 2-3,missionComplete,,,300,500,retro
1339,Bastok Rank 3-1,missionComplete,,,300,500,retro
1340,Bastok Rank 3-2,missionComplete,,,300,500,retro
1341,Bastok Rank 3-3,missionComplete,,,300,500,retro
1342,Bastok Rank 4,missionComplete,,,300,500,retro
1343,Bastok Rank 5-1,missionComplete,,,300,500,retro
1344,Bastok Rank 5-2,missionComplete,,,300,500,retro
1345,Bastok Rank 6-1,missionComplete,,,300,500,retro
1346,Bastok Rank 6-2,missionComplete,,,300,500,retro
1347,Bastok Rank 7-1,missionComplete,,,300,500,retro
1348,Bastok Rank 7-2,missionComplete,,,300,500,retro
1349,Bastok Rank 8-1,missionComplete,,,300,500,retro
1350,Bastok Rank 8-2,missionComplete,,,300,500,retro
1351,Bastok Rank 9-1,missionComplete,,,300,500,retro
1352,Bastok Rank 9-2,missionComplete,,,300,500,retro
1353,Windurst Rank 1-1 +,missionComplete,,,300,500,retro
1354,Windurst Rank 1-2 +,missionComplete,,,300,500,retro
1355,Windurst Rank 1-3 +,missionComplete,,,300,500,retro
1356,Windurst Rank 2-1 +,missionComplete,,,300,500,retro
1357,Windurst Rank 2-2 +,missionComplete,,,300,500,retro
1358,Windurst Rank 2-3 +,missionComplete,,,300,500,retro
1359,Windurst Rank 3-1 +,missionComplete,,,300,500,retro
1360,Windurst Rank 3-2 +,missionComplete,,,300,500,retro
1361,Windurst Rank 3-3 +,missionComplete,,,300,500,retro
1362,Windurst Rank 4 +,missionComplete,,,300,500,retro
1363,Windurst Rank 5-1 +,missionComplete,,,300,500,retro
1364,Windurst Rank 5-2 +,missionComplete,,,300,500,retro
1365,Windurst Rank 6-1,missionComplete,,,300,500,retro
1366,Windurst Rank 6-2,missionComplete,,,300,500,retro
1367,Windurst Rank 7-1,missionComplete,,,300,500,retro
1368,Windurst Rank 7-2,missionComplete,,,300,500,retro
1369,Windurst Rank 8-1,missionComplete,,,300,500,retro
1370,Windurst Rank 8-2,missionComplete,,,300,500,retro
1371,Windurst Rank 9-1,missionComplete,,,300,500,retro
1372,Windurst Rank 9-2,missionComplete,,,300,500,retro
1373,Rhapsodies of Vana'diel 1-1 +,missionComplete,,,300,500,retro
1374,Rhapsodies of Vana'diel 1-2 +,missionComplete,,,300,500,retro
1375,Rhapsodies of Vana'diel 1-3 +,missionComplete,,,300,500,retro
1416,Rhapsodies of Vana'diel 2-1,missionComplete,,,300,500,retro
1377,Zilart Mission 1 +,missionComplete,,,300,500,retro
1378,Zilart Mission 2 +,missionComplete,,,300,500,retro
1379,Zilart Mission 3 +,missionComplete,,,300,500,retro
1380,Zilart Mission 4 +,missionComplete,,,300,500,retro
1381,Zilart Mission 5 +,missionComplete,,,300,500,retro
1382,Zilart Mission 6 +,missionComplete,,,300,500,retro
1383,Zilart Mission 7 +,missionComplete,,,300,500,retro
1384,Zilart Mission 8 +,missionComplete,,,300,500,retro
1385,Zilart Mission 9 +,missionComplete,,,300,500,retro
1386,Zilart Mission 10 +,missionComplete,,,300,500,retro
1387,Zilart Mission 11 +,missionComplete,,,300,500,retro
1388,Zilart Mission 12 +,missionComplete,,,300,500,retro
1389,Zilart Mission 13 +,missionComplete,,,300,500,retro
1390,Zilart Mission 14 +,missionComplete,,,300,500,retro
1391,Zilart Mission 15 +,missionComplete,,,300,500,retro
1392,Zilart Mission 16 +,missionComplete,,,300,500,retro
1393,Chains of Promathia Chapter 1 +,missionComplete,,,300,500,retro
1394,Chains of Promathia Chapter 2 +,missionComplete,,,300,500,retro
1395,Chains of Promathia Chapter 3,missionComplete,,,300,500,retro
1396,Chains of Promathia Chapter 4,missionComplete,,,300,500,retro
1397,Chains of Promathia Chapter 5,missionComplete,,,300,500,retro
1398,Chains of Promathia Chapter 6,missionComplete,,,300,500,retro
1399,Chains of Promathia Chapter 7,missionComplete,,,300,500,retro
1400,Chains of Promathia Chapter 8,missionComplete,,,300,500,retro
1410,Treasures of Aht Urhgan 1,missionComplete,,,300,500,retro
1411,Treasures of Aht Urhgan 2,missionComplete,,,300,500,retro
1412,Treasures of Aht Urhgan 3,missionComplete,,,300,500,retro
1413,Treasures of Aht Urhgan 4,missionComplete,,,300,500,retro
1414,Treasures of Aht Urhgan 5,missionComplete,,,300,500,retro
1415,Treasures of Aht Urhgan 6,missionComplete,,,300,500,retro
1402,Wings of the Goddess 1,missionComplete,,,300,500,retro
1403,Wings of the Goddess 2,missionComplete,,,300,500,retro
1404,Wings of the Goddess 3,missionComplete,,,300,500,retro
1405,Wings of the Goddess 4,missionComplete,,,300,500,retro
1406,Wings of the Goddess 5,missionComplete,,,300,500,retro
1407,Wings of the Goddess 6,missionComplete,,,300,500,retro
1408,Wings of the Goddess 7,missionComplete,,,300,500,retro
1409,Wings of the Goddess 8,missionComplete,,,300,500,retro
1426,Seekers of Adoulin Chapter 1,missionComplete,,,300,500,retro
1427,Seekers of Adoulin Chapter 2,missionComplete,,,300,500,retro
1428,Seekers of Adoulin Chapter 3,missionComplete,,,300,500,retro
1429,Seekers of Adoulin Chapter 4,missionComplete,,,300,500,retro
1430,Seekers of Adoulin Chapter 5,missionComplete,,,300,500,retro
12,Vanquish Multiple Enemies I - 200,mobKill,,,1000,5000,repeat
13,Vanquish Multiple Enemies II - 500,mobKill,,,2000,6000,
14,Vanquish Multiple Enemies III - 750,mobKill,,,5000,10000,
15,Level Sync to Vanquish I,mobKill,,,2000,6000,
117,Level Sync to Vanquish II,mobKill,,,200,600,repeat
16,Deal 500+ Damage,dmgDealt,,,1000,5000,repeat
17,Deal 1000+ Damage,dmgDealt,,,1000,5000,
18,Deal 1500+ Damage,dmgDealt,,,1000,5000,
698,Deal 2000+ Damage,dmgDealt,,,2000,5000,
19,Deal 10-20 Damage,dmgDealt,,,300,2500,
20,Deal 110-120 Damage,dmgDealt,,,300,1500,
21,Deal 310-320 Damage,dmgDealt,,,300,1500,
22,Deal 510-520 Damage,dmgDealt,,,300,1500,
23,Deal 1110-1120 Damage,dmgDealt,,,300,1500,
29,Total Damage I,dmgDealt,,,1000,5000,
30,Total Damage II,dmgDealt,,,3000,7000,
696,Total Damage III,dmgDealt,,,3000,7000,
31,Total Healing I,healAlly,,,1000,2500,
32,Total Healing II,healAlly,,,3000,7000,
699,Total Healing III,healAlly,,,3000,7000,
33,Total Damage Taken I,dmgTaken,,,1000,1000,
34,Total Damage Taken II,dmgTaken,,,3000,5000,
697,Total Damage Taken III,dmgTaken,,,3000,5000,
45,Weapon Skills 1,wSkillUse,,,500,2500,
488,Heal for 500+ HP,healAlly,,,2000,6000,
700,Heal for 750+ HP,healAlly,,,3000,7000,
57,Total Successful Synthesis Attempts,synthSuccess,,,100,500,repeat
71,Spoils - Fire Crystals,itemLooted,,,200,1000,repeat
72,Spoils - Ice Crystals,itemLooted,,,200,1000,repeat
73,Spoils - Wind Crystals,itemLooted,,,200,1000,repeat
74,Spoils - Earth Crystals,itemLooted,,,200,1000,repeat
75,Spoils - Lightning Crystals,itemLooted,,,200,1000,repeat
76,Spoils - Water Crystals,itemLooted,,,200,1000,repeat
77,Spoils - Light Crystals,itemLooted,,,200,1000,repeat
78,Spoils - Dark Crystals,itemLooted,,,200,1000,repeat
84,Spoils - Flame Geode,itemLooted,,,200,1000,repeat
85,Spoils - Snow Geode,itemLooted,,,200,1000,repeat
86,Spoils - Breeze Geode,itemLooted,,,200,1000,repeat
87,Spoils - Soil Geode,itemLooted,,,200,1000,repeat
88,Spoils - Thunder Geode,itemLooted,,,200,1000,repeat
89,Spoils - Aqua Geode,itemLooted,,,200,1000,repeat
90,Spoils - Light Geode,itemLooted,,,200,1000,repeat
91,Spoils - Shadow Geode,itemLooted,,,200,1000,repeat
92,Spoils - Ifritite,itemLooted,,,200,1000,repeat
93,Spoils - Shivite,itemLooted,,,200,1000,repeat
94,Spoils - Garudite,itemLooted,,,200,1000,repeat
95,Spoils - Titanite,itemLooted,,,200,1000,repeat
96,Spoils - Ramuite,itemLooted,,,200,1000,repeat
97,Spoils - Leviatite,itemLooted,,,200,1000,repeat
98,Spoils - Carbite,itemLooted,,,200,1000,repeat
99,Spoils - Fenrite,itemLooted,,,200,1000,repeat
120,Spoils - Bat Wing,itemLooted,,,100,300,repeat
121,Spoils - Black Tiger Fang,itemLooted,,,100,300,repeat
122,Spoils - Flint Stone,itemLooted,,,100,300,repeat
123,Spoils - Rabbit Hide,itemLooted,,,100,300,repeat
124,Spoils - Honey,itemLooted,,,100,300,repeat
125,Spoils - Sheepskin,itemLooted,,,100,300,repeat
126,Spoils - Lizard Skin,itemLooted,,,100,300,repeat
127,Spoils - Beetle Shell,itemLooted,,,100,300,repeat
128,Spoils - Zeruhn Soot,itemLooted,,,100,300,repeat
129,Spoils - Silver Name Tag,itemLooted,,,100,300,repeat
130,Spoils - Quadav Helm,itemLooted,,,100,300,repeat
132,Spoils - Treant Bulb,itemLooted,,,100,300,repeat
133,Spoils - Wild Onion,itemLooted,,,100,300,repeat
134,Spoils - Sleepshroom,itemLooted,,,100,300,repeat
135,Spoils - Sand Bat Fang,itemLooted,,,100,300,repeat
136,Spoils - Zinc Ore,itemLooted,,,100,300,repeat
137,Spoils - Giant Bird Feather,itemLooted,,,100,300,repeat
138,Spoils - Three-leaf Mandragora Bud,itemLooted,,,100,300,repeat
139,Spoils - Four-leaf Mandragora Bud,itemLooted,,,100,300,repeat
140,Spoils - Cornette,itemLooted,,,100,300,repeat
141,Spoils - Yuhtunga Sulfur,itemLooted,,,100,300,repeat
142,Spoils - Snobby Letter,itemLooted,,,100,300,repeat
143,Spoils - Yagudo Bead Necklace,itemLooted,,,100,300,repeat
144,Spoils - Woozyshroom,itemLooted,,,100,300,repeat
145,Spoils - Beehive Chip,itemLooted,,,100,300,repeat
146,Spoils - Remi Shell,itemLooted,,,100,300,repeat
147,Spoils - Twinstone Earring,itemLooted,,,100,300,repeat
215,Conflict: West Ronfaure,mobKill,,,10,500,repeat
216,Subjugation: Jaggedy-Eared Jack,mobKill,,,250,500,
217,Conflict: East Ronfaure,mobKill,,,10,500,repeat
218,Subjugation: Swamfisk,mobKill,,,250,500,
219,Conflict: Ghelsba Outpost,mobKill,,,10,500,repeat
220,Subjugation: Thousandarm Deshglesh,mobKill,,,250,550,
221,Conflict: Fort Ghelsba,mobKill,,,10,500,repeat
222,Subjugation: Hundredscar Hajwaj,mobKill,,,500,1000,
223,Conflict: Yughott Grotto,mobKill,,,10,500,repeat
224,Subjugation: Ashmaker Gotblut,mobKill,,,250,500,
225,Conflict: King Ranperre's Tomb,mobKill,,,10,100,repeat
226,Subjugation: Barbastelle,mobKill,,,250,500,
227,Conflict: Bostaunieux Oubliette,mobKill,,,15,100,repeat
228,Subjugation: Bloodsucker,mobKill,,,500,1000,
229,Conflict: Valkurm Dunes,mobKill,,,11,550,repeat
230,Subjugation: Valkurm Emperor,mobKill,,,250,550,
231,Conflict: Konschtat Highlands,mobKill,,,11,550,repeat
232,Subjugation: Bendigeit Vran,mobKill,,,250,600,
233,Conflict: Gusgen Mines,mobKill,,,11,100,repeat
234,Subjugation: Juggler Hecatomb,mobKill,,,250,600,
235,Conflict: La Theine Plateau,mobKill,,,11,550,repeat
236,Subjugation: Bloodtear Baldurf,mobKill,,,500,1000,
237,Conflict: Ordelle's Caves,mobKill,,,12,100,repeat
238,Subjugation: Morbolger,mobKill,,,500,1000,
239,Conflict: Jugner Forest,mobKill,,,12,600,repeat
240,Subjugation: King Arthro,mobKill,,,500,1000,
241,Conflict: Batallia Downs,mobKill,,,13,650,repeat
242,Subjugation: Lumber Jack,mobKill,,,500,1000,
243,Conflict: Eldieme Necropolis,mobKill,,,14,100,repeat
244,Subjugation: Cwn Cyrff,mobKill,,,250,800,
245,Conflict: Davoi,mobKill,,,13,650,repeat
